245,437,708,target1
1049,367,1189,target2
435,401,1645,target1
1121,413,2047,target2
299,366,2504,target1
1068,403,3046,target2
478,401,3479,target1
1098,426,3888,target2
305,378,4313,target1
1229,460,4794,target2
387,376,5246,target1
1185,451,5632,target2
453,408,6093,target1
1176,459,6548,target2
397,416,7095,target1
1122,428,7681,target2
368,393,8274,target1
1147,442,8729,target2
364,405,9138,target1
1208,451,9560,target2
365,404,9983,target1
1191,430,10364,target2
433,372,10820,target1
1069,429,11251,target2
321,376,11618,target1
1335,449,11979,target2
350,366,12521,target1
1221,419,12907,target2
383,376,13318,target1
1079,434,13706,target2
300,410,14139,target1
1186,408,14557,target2
453,413,15021,target1
1176,426,15561,target2
328,317,16326,target1

