346,392,875,target1
1288,422,1671,target2
339,423,2265,target1
1199,484,2859,target2
363,414,3437,target1
1240,400,4140,target2
227,469,4859,target1
1674,394,5281,miss
1102,439,5928,target2
301,401,6726,target1
1288,428,7273,target2
316,440,8196,target1
1258,429,9041,target2
343,423,9744,target1
1154,275,10526,target2
301,337,11260,target1
638,300,11791,miss
1217,335,12385,target2
460,341,13338,target1
1239,458,14073,target2
340,383,14916,target1
1248,474,15588,target2
254,435,16166,target1
1185,446,16948,target2
482,437,17510,target1
1202,527,18120,target2
309,475,18713,target1
1270,426,19698,target2
286,466,20432,target1
1590,480,21098,miss

