293,358,648,target1
1068,397,1265,target2
317,337,1834,target1
1064,404,2369,target2
371,402,3164,target1
1116,383,3955,target2
411,311,4633,target1
1369,331,5392,target2
149,553,5976,target1
1081,388,6646,target2
342,421,7188,target1
1088,375,7894,target2
210,347,8498,target1
1223,406,9248,target2
286,401,9959,target1
1306,401,10473,target2
425,470,11108,target1
1279,466,11615,target2
351,432,12683,target1
1053,458,13359,target2
310,464,14084,target1
1222,361,14638,target2
289,484,15213,target1
1155,452,15924,target2
229,414,16803,target1
1223,398,17549,target2
231,350,18193,target1
1253,441,19027,target2
423,404,19713,target1
1261,439,20249,target2
371,368,20751,target1
1162,418,21225,target2
472,475,21822,target1
1463,378,22276,miss
1202,449,22630,target2
403,433,23516,target1

