422,345,875,target1
1100,374,1472,target2
438,349,2034,target1
1055,415,2393,target2
359,338,2800,target1
945,408,3112,miss
1177,428,3472,target2
593,382,3909,miss
325,362,4284,target1
1050,427,4659,target2
352,380,5034,target1
1091,421,5487,target2
430,423,5987,target1
1106,451,6472,target2
424,411,6815,target1
1104,436,7206,target2
354,378,7550,target1
1148,425,7894,target2
314,338,8190,target1
1097,390,8550,target2
315,338,8894,target1
1180,425,9253,target2
510,372,9612,miss
1145,403,10144,target2
339,368,10565,target1
1132,425,10909,target2
231,340,11237,target1
1083,391,11612,target2
363,366,11956,target1
1000,406,12300,target2
315,343,12597,target1
1348,422,12956,target2
373,356,13394,target1
1127,420,13753,target2
488,379,14081,target1
1105,420,14487,target2
464,379,14862,target1
1214,440,15206,target2
181,326,15534,target1

