217,361,587,target1
1134,344,1343,target2
313,370,2148,target1
1217,420,2722,target2
367,355,3493,target1
1168,369,4237,target2
293,390,4954,target1
1289,373,5602,target2
384,367,6359,target1
1171,362,7021,target2
382,417,7785,target1
1220,408,8380,target2
308,402,9036,target1
1186,435,9610,target2
279,355,10280,target1
1241,393,10834,target2
276,426,11734,target1
1346,394,12504,target2
294,398,13193,target1
1080,396,14235,target2
294,383,14950,target1
1148,389,15802,target2
277,405,16417,target1

