423,330,625,target1
1189,391,1031,target2
449,389,1437,target1
1160,444,1812,target2
279,397,2140,target1
1111,420,2531,target2
489,394,2875,target1
1159,425,3234,target2
262,399,3562,target1
1096,411,3904,target2
188,349,4186,target1
1078,391,4545,target2
42,343,4811,miss
1093,405,5264,target2
549,411,5592,miss
1157,414,5967,target2
361,383,6342,target1
1066,419,6654,target2
373,377,6998,target1
1052,405,7326,target2
378,359,7654,target1
1088,384,7967,target2
331,339,8295,target1
1043,370,8623,target2
467,342,8951,target1
1059,384,9233,target2
300,325,9561,target1
1070,370,9890,target2
325,326,10218,target1
1089,376,10561,target2
250,325,10905,target1
1127,391,11343,target2
387,363,11702,target1
1184,415,12061,target2
351,353,12577,target1
1091,413,12983,target2
524,365,13358,miss
1153,405,13733,target2
386,350,14171,target1
965,390,14515,miss
349,340,14874,target1
1172,405,15249,target2

