356,461,890,target1
1366,570,1406,target2
442,391,2109,target1
1102,466,2500,target2
317,387,3125,target1
1168,498,3546,target2
477,414,3968,target1
1392,522,4359,target2
288,352,5218,target1
1087,419,5937,target2
372,364,6671,target1
999,431,7125,miss
1023,426,7406,target2
485,358,7843,target1
1183,436,8234,target2
331,340,8625,target1
1147,449,9031,target2
401,341,9468,target1
1357,481,9781,target2
485,303,10312,target1
1062,364,10734,target2
336,294,11187,target1
1109,379,11547,target2
386,290,11968,target1
1157,384,12328,target2
357,269,12707,target1
1099,406,13097,target2
392,296,13551,target1
1109,405,13887,target2
397,270,14309,target1
1055,424,14700,target2
444,312,15122,target1
1095,432,15497,target2
614,337,15872,miss
478,334,16168,target1
1034,409,16684,target2
378,348,17184,target1

