388,522,700,target1
1013,503,1317,target2
377,388,1768,target1
1089,435,2279,target2
368,364,2725,target1
1135,436,3199,target2
379,377,3709,target1
979,450,4110,miss
1029,453,4254,target2
253,357,4775,target1
1125,459,5283,target2
347,400,5676,target1
1156,436,6143,target2
380,360,6601,target1
1111,421,7034,target2
386,364,7466,target1
1062,407,7942,target2
452,374,8405,target1
1006,428,8867,target2
430,371,9280,target1
1154,438,9751,target2
426,382,10156,target1
1303,464,10746,target2
446,383,11198,target1
1074,405,11725,target2
259,330,12126,target1
993,405,12577,miss
385,352,13004,target1
1101,416,13477,target2
361,399,13895,target1
1236,465,14381,target2
371,415,14820,target1
1120,444,15287,target2
296,379,15719,target1
1088,454,16237,target2
378,419,16671,target1
1186,457,17145,target2
228,383,17611,target1
970,445,18046,miss
973,441,18523,miss
507,422,19218,miss
380,417,19577,target1
1074,471,20009,target2
442,407,20519,target1
999,455,20966,miss
342,378,21436,target1
1140,492,21930,target2
377,403,22381,target1
1165,432,22829,target2
290,386,23269,target1
1148,429,23726,target2
350,371,24182,target1
1039,419,24720,target2
379,380,25313,target1

