492,508,1234,target1
397,514,1484,target1
1628,257,2093,miss
1283,411,2453,target2
420,438,3203,target1
1386,364,4063,target2
475,382,4844,target1
1438,426,5375,miss
1283,420,5750,target2
167,335,6625,target1
1237,406,7235,target2
404,404,7891,target1
1211,477,8454,target2
399,493,9016,target1
1063,538,9563,target2
412,555,10391,target1
1137,519,10909,target2
55,274,11409,miss
469,484,11737,target1
1157,435,12331,target2
261,452,12909,target1
1183,492,13440,target2
455,363,14143,target1
1470,588,14706,miss
1157,488,14956,target2
383,413,15674,target1
1318,533,16268,target2
137,339,16862,target1
137,339,16940,target1
137,339,17034,target1

