386,325,609,target1
1112,310,1250,target2
515,338,1906,miss
1063,363,2343,target2
458,447,2765,target1
1093,385,3140,target2
417,391,3531,target1
994,368,3984,miss
1027,373,4328,target2
379,414,4890,target1
1133,340,5515,target2
336,404,5921,target1
1048,351,6343,target2
320,369,6750,target1
1015,359,7187,target2
439,404,8046,target1
1209,408,8828,target2
344,378,9328,target1
1094,482,10173,target2
679,350,10891,miss
378,390,11610,target1
1440,418,12126,miss
1192,441,12517,target2
299,469,13423,target1
1244,391,13954,target2
362,418,14392,target1
1212,328,14751,target2
764,353,15173,miss
289,395,15595,target1
1153,359,16001,target2
303,458,16360,target1
1267,375,16767,target2
406,469,17095,target1
361,400,17782,target1
1348,412,18298,target2
1304,401,18376,target2
389,499,18923,target1
1103,442,19438,target2

