467,473,484,target1
916,488,859,miss
1258,499,1187,target2
404,469,1562,target1
1301,462,1859,target2
452,400,2203,target1
1315,425,2531,target2
472,420,2937,target1
1230,425,3218,target2
510,440,3546,miss
1131,449,3937,target2
288,440,4281,target1
936,398,4593,miss
1214,455,5125,target2
347,392,5578,target1
1083,407,5875,target2
455,460,6250,target1
1242,477,6562,target2
502,463,6953,miss
234,386,7578,target1
1055,508,7953,target2
208,432,8343,target1
1122,412,8703,target2
428,440,9109,target1
1113,409,9422,target2
417,386,9797,target1
1123,428,10093,target2
458,433,10531,target1
1194,399,10859,target2
548,403,11234,miss
341,398,11734,target1
605,377,11922,miss
1156,446,12328,target2
366,444,12734,target1
1211,414,13053,target2
410,456,13428,target1
1203,403,13756,target2
183,394,14120,target1
962,358,14510,miss
1177,396,14870,target2
77,351,15276,miss
265,377,15651,target1
1132,465,16323,target2
448,387,16729,target1
1135,425,17135,target2
379,430,17589,target1
1089,440,17995,target2
385,420,18354,target1
1140,436,18714,target2
384,427,19167,target1
1103,453,19526,target2
365,441,19854,target1
1054,445,20214,target2
366,466,20651,target1
1044,458,20995,target2
369,467,21370,target1
1024,438,21698,target2
445,445,22057,target1
1145,453,22386,target2
428,427,22776,target1
1017,416,23104,target2
235,392,23495,target1
1152,453,23886,target2
326,438,24261,target1

