459,490,755,target1
1051,459,1270,target2
326,467,1817,target1
1065,480,2176,target2
407,503,2567,target1
1226,440,2958,target2
384,470,3411,target1
1041,424,3833,target2
393,461,4223,target1
1190,475,4739,target2
462,480,5239,target1
1179,427,5911,target2
613,427,6411,miss
358,421,6973,target1
1100,451,7442,target2
282,442,7942,target1
1035,442,8364,target2
370,441,8770,target1
320,434,9989,target1
357,429,10192,target1
1062,454,11083,target2
489,449,11567,target1
1310,431,11973,target2
23,503,12411,miss
448,324,12864,target1
1086,308,13442,target2
442,487,13927,target1
1120,470,14370,target2
344,517,14792,target1
1120,460,15167,target2
338,509,15551,target1
1201,425,15910,target2
520,512,16348,miss
1337,471,16770,target2
358,456,17238,target1
1143,466,17660,target2
328,501,18082,target1
1177,432,18535,target2
454,481,18973,target1

