500,300,609,target1
1132,273,1062,target2
277,501,1765,target1
1052,311,2234,target2
432,456,2781,target1
439,452,3000,target1
1167,327,3500,target2
457,527,3921,target1
1065,397,4343,target2
298,566,4687,target1
1041,362,5126,target2
697,423,5572,miss
364,402,6041,target1
1282,275,6525,target2
337,458,6994,target1
1155,369,7400,target2
313,452,7760,target1
1168,352,8119,target2
220,537,8478,target1
1133,374,8916,target2
368,515,9291,target1
1087,406,9682,target2
296,542,10057,target1
1224,378,10432,target2
154,548,10791,target1
1002,372,11213,target2
420,425,11666,target1
1359,309,12041,target2
487,453,12463,target1
1161,378,12822,target2
467,422,13228,target1
1117,366,13572,target2
1031,406,14369,target2
364,501,14838,target1
1109,380,15353,target2
525,493,15744,miss
188,488,16369,target1
1097,404,16838,target2
272,554,17197,target1

