307,363,393,target1
1004,368,1215,target2
483,394,1708,target1
1206,397,2099,target2
471,387,2541,target1
1145,381,2895,target2
444,370,3286,target1
1042,403,3695,target2
389,432,4061,target1
1185,448,4428,target2
286,416,4826,target1
1158,446,5190,target2
397,449,5596,target1
1101,450,5962,target2
316,421,6351,target1
1050,458,6704,target2
387,423,7100,target1
1176,422,7444,target2
356,422,7820,target1
1032,422,8244,target2
344,458,8606,target1
1299,444,8941,target2
179,425,9317,target1
1213,425,9701,target2
127,417,10058,target1
1124,414,10451,target2
468,415,10868,target1
1073,426,11229,target2
396,416,11626,target1
1166,404,12012,target2
409,426,12420,target1
1103,430,12748,target2
418,439,13161,target1
1043,436,13535,target2
348,438,13899,target1
1113,442,14264,target2
390,443,14619,target1
1025,410,14955,target2
307,413,15303,target1
1187,448,15668,target2
350,440,16018,target1
1116,449,16377,target2
298,412,16757,target1

