316,375,764,target1
1086,417,1487,target2
336,429,2064,target1
1121,365,2814,target2
410,369,3398,target1
1133,365,4036,target2
363,354,4559,target1
1211,381,5057,target2
409,370,5548,target1
1119,402,5995,target2
310,357,6432,target1
1254,436,7059,target2
367,346,7573,target1
1137,389,7976,target2
441,367,8449,target1
1209,384,8889,target2
417,304,9338,target1
1208,366,9730,target2
336,301,10141,target1
1087,380,10559,target2
447,381,11042,target1
1232,424,11521,target2
367,346,11928,target1
1151,390,12349,target2
314,389,12780,target1
1071,424,13264,target2
369,384,13665,target1
1167,433,14250,target2
386,279,14773,target1
1138,405,15328,target2
376,349,15908,target1
1075,403,16368,target2

