234,363,756,target1
1168,406,1350,target2
366,409,1947,target1
1258,474,2669,target2
380,457,3340,target1
1086,392,3975,target2
364,416,4584,target1
1212,341,5273,target2
253,376,5815,target1
1267,420,6544,target2
385,419,7187,target1
1175,504,7700,target2
238,428,8417,target1
1351,428,9336,target2
262,438,10149,target1
1107,413,11026,target2
314,412,11629,target1
1207,420,12473,target2
312,414,13237,target1
1171,402,14076,target2
397,366,14968,target1
1307,380,15921,target2
222,371,18241,target1

