320,355,640,target1
1093,440,1005,target2
512,497,1286,miss
475,490,1645,target1
1283,458,1973,target2
182,497,2270,target1
1137,536,2583,target2
273,577,2880,target1
1140,517,3192,target2
341,518,3505,target1
1140,484,3802,target2
215,455,4083,target1
977,485,4395,miss
1089,486,4692,target2
515,433,5036,miss
350,408,5349,target1
1151,442,5677,target2
448,468,5989,target1
1264,486,6302,target2
379,447,6630,target1
1190,446,6911,target2
224,467,7208,target1
1209,477,7489,target2
391,486,7802,target1
1236,481,8099,target2
304,450,8395,target1
1028,474,8708,target2
225,455,9005,target1
1607,510,9349,miss
1223,501,9614,target2
457,452,9958,target1
1097,477,10239,target2
401,449,10537,target1
1013,469,10818,target2
255,425,11115,target1
1109,453,11428,target2
573,434,11693,miss
384,417,12037,target1
1192,422,12365,target2
290,392,12693,target1
999,424,13021,miss
1025,424,13381,target2
385,374,13740,target1
1097,444,14100,target2
335,395,14459,target1
1152,442,14754,target2
224,409,15085,target1
1111,480,15418,target2
356,444,15699,target1
1240,480,16009,target2
166,407,16305,target1
996,468,16680,miss
1226,489,17696,target2
438,408,18134,target1
1100,474,18509,target2
325,385,18868,target1
1063,438,19180,target2
340,376,19477,target1
1277,475,19759,target2
362,392,20040,target1
1145,432,20384,target2
168,29,23524,miss

