403,465,375,target1
1330,475,1046,target2
1,379,1468,miss
1050,490,2000,target2
142,455,2453,target1
1334,587,2843,target2
299,487,3343,target1
1333,513,3640,target2
254,501,4031,target1
1085,521,4328,target2
439,555,4515,target1
317,551,4671,target1
1320,583,4953,target2
701,581,5109,miss
574,570,5281,miss
1045,556,5834,target2
160,456,6209,target1
1250,560,6631,target2
157,499,7006,target1
1150,514,7381,target2
590,542,7537,miss
276,492,7740,target1
1106,488,8053,target2
279,496,8397,target1
1088,530,8678,target2
403,508,8959,target1
1338,525,9287,target2
29,449,9725,miss
315,458,10131,target1
1077,511,10537,target2
633,526,10709,miss
588,490,11225,miss
380,511,11569,target1
1087,507,11975,target2
425,501,12397,target1
988,560,12803,miss
1063,557,13209,target2
447,518,13662,target1
1151,559,13975,target2
209,538,14303,target1
1060,526,14709,target2
289,496,15084,target1
1238,510,15381,target2
121,461,15709,target1
1117,480,16162,target2
340,479,16553,target1
1033,488,16850,target2
295,485,17225,target1
1104,507,17522,target2
386,511,17850,target1
1275,536,18115,target2
354,498,18475,target1
1028,494,18819,target2
379,495,19178,target1
1159,518,19491,target2
273,507,19834,target1
1102,525,20131,target2
277,477,20471,target1
1194,530,20783,target2
261,517,21096,target1
1248,565,21408,target2
456,557,21736,target1

